credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,2,-0.13931752502625636,2.4630994696844417,0.6803880351133867,0.9985052879745594,0.6888248849370788,0.4322297040729267,0.3537324453727742,0.1827036881343611,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
1,1,-0.5788683747896028,-0.4388544264934084,0.24403079515485782,0.24454045358057955,-0.10130262978475811,-0.7212300455000309,0.4950176152331965,1.0306023146220766,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
1,2,0.48648368480630383,0.2307083616940786,-0.9086589710192416,-0.14188468312230768,-0.7597422253862889,0.059769625882113236,-0.39707276741243897,-0.730683043651186,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0
1,2,-0.8135438284768132,-0.7570223180527825,0.6803880351133867,-0.6546969885964404,0.03038528933554805,-0.745277492780152,0.4963211479389752,0.9099663311787024,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0
1,1,0.7435091817018206,-1.0439915972947074,0.5979614012411698,0.34332582687304725,-1.1548059827472075,-0.19816052199998976,-0.36066272888057505,-0.25158585226178587,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0
1,1,-1.6330454127813574,-0.9367282568039106,1.582434976680963,0.6353237685169584,0.42544904669646655,0.6245091533498728,1.0041063883264019,0.1447895219093006,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
1,2,1.0042596857987212,-0.6040235505269632,-0.3541090076012163,-1.250314680506906,-1.1548059827472075,-0.5529980435032064,-0.38735552360572506,1.034049057006173,-0.7169889396237944,-0.2997300842604626,3.5781504602831933,1
1,0,-0.4186930651300784,-0.9073165619102161,0.11383361134945279,-0.22178461740297997,0.2937611275761604,0.22237776259039557,0.21644675085962747,0.7514161815102676,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,1
1,4,-0.3441929211023925,-1.1199597353370414,0.7733616989585336,0.6745473726183793,-0.7597422253862889,-0.22899999620328468,1.570017337094233,0.14823626429339706,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0
1,2,-0.020117294581959256,-1.1347863204476558,-1.185016137577467,-0.37867903380866363,-0.10130262978475811,-0.7332287368990857,-0.3342958173318697,-0.8202983456376925,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0
1,2,0.4492336127924609,0.19965463457314997,-0.8100471824719421,1.3776667942882947,-0.8914301445065951,0.8620131559804428,-0.09089071027101221,0.8341379987285814,0.19204806662634832,-0.2997300842604626,3.5781504602831933,0
1,2,0.3635584471606223,-0.3163781403679419,1.4686405861487464,-0.5007080243464175,-1.2864939018675137,-0.10524158673811415,-0.349345694934951,-0.98574198007432,0.19204806662634832,1.5311466676825929,-0.23700317531654236,0
1,2,-1.3685699014830723,-0.014389095753374949,0.0016100574911165914,0.4188675829202282,1.4789523996589158,0.7846808378248687,-0.3213197417607091,-1.037443115835766,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
1,6,-1.9086959456837946,-1.0927696134566638,0.9447407250597384,-0.887133161049305,0.9522007231776912,-0.07079749866690163,-0.4115893816358835,-1.4476054595432382,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0
1,2,-1.3536698726775354,-0.5290696088602741,-2.3490411026359443,-0.4179026379100845,0.42544904669646655,-1.2018619160497133,-0.31497983269169455,-0.0758019906728692,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
1,5,-0.4596681443453058,0.04076386905549026,-0.3142615111289283,0.06294969385177905,-0.23299054890506427,1.4415215870898515,-0.3412874927537736,0.22751133912761426,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0
1,0,0.3374833967509331,-1.1658400475685844,-0.6658378954499226,-1.5030890180493963,-1.0231180636269013,-0.2662643609991036,-0.4355862337195367,1.4338711735613558,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
1,1,-1.2381946494346225,0.760601820435647,1.099771920580057,-0.8043277746129719,2.269079914380753,0.7810762239569511,-0.27634786341134426,0.2033841424389396,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0
1,2,-0.6980686052339,1.279966954896714,-0.7170735023608328,-1.279369202063514,0.03038528933554805,-0.7212300455000309,-0.254869199509309,0.4481028517097841,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
1,5,1.0675848082222532,-0.7024005989644928,0.11383361134945279,-1.4333581663135369,-1.1548059827472075,-1.3752838943617482,-0.48357993788684306,1.2960014781974998,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,0
1,0,-1.5883453263647456,-0.6330005898310956,0.47679810610906637,0.5045784215122218,1.610640318779222,0.13144470242780348,0.38166952131707665,-0.8134048608694997,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0
1,0,-1.3536698726775354,0.7501700862861594,-0.1827299815000144,-1.4551490574809929,2.269079914380753,2.9598817389478085,-0.33352554800572776,-0.6617481959692579,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0
